0.0,0.0016033861590892078,7.488786942847705E-8,0.0,0.0,-39.993587333813366,0.005810065821261834,0.0,Infinity,
0.0,0.0016033861590932417,7.488786628916175E-8,0.0,0.0,-39.99358733381336,0.005810065821206682,0.0,0.05148935890170255,
0.0,0.0016033861585071818,7.488831506028766E-8,0.0,0.0,-39.9935873338148,0.005810065829063358,0.0,0.11099961884490324,
0.0,0.0016033861729715005,7.487604269069407E-8,0.0,0.0,-39.99358733378151,0.0058100656096779744,0.0,0.9604112286792577,
0.0,0.0016033861592651144,7.488774730095268E-8,0.0,0.0,-39.993587333812904,0.005810065819171313,0.0,1.7146079337250562,
0.0,0.0016033861728014533,7.487614990715198E-8,0.0,0.0,-39.993587333781974,0.005810065611468068,0.0,0.9384131363946376,
0.0,0.0016033861592443153,7.488777887255215E-8,0.0,0.0,-39.993587333812926,0.005810065819783247,0.0,0.09339923148292338,
0.0,0.0016033861729536974,7.487605798119297E-8,0.0,0.0,-39.99358733378155,0.005810065609951951,0.0,0.04968627602440208,
0.0,0.001603386171639815,7.487724414038502E-8,0.0,0.0,-39.99358733378443,0.005810065631400359,0.0,Infinity,
0.0,0.0016033861729525271,7.487606249054238E-8,0.0,0.0,-39.99358733378155,0.0058100656100445736,1.0,Infinity,
0.0,0.0016033861590716736,7.488807777450315E-8,0.0,0.0,-39.99358733381302,0.005810065825647034,1.0,1.0249886860242006,
0.0,0.0016033861594972301,7.488786363895702E-8,0.0,0.0,-39.993587333811746,0.005810065822320987,1.0,1.8171560337736126,
0.0,0.0016033861720354144,7.48772021886405E-8,0.0,0.0,-39.99358733378293,0.005810065631653534,1.0,0.9750113139757995,
0.0,0.0016033861593929707,7.488802051954563E-8,0.0,0.0,-39.993587333811845,0.005810065825359083,1.0,Infinity,
0.0,0.0016033861720383248,7.487721154571559E-8,0.0,0.0,-39.993587333782905,0.0058100656318612,2.0,Infinity,
0.0,0.001603386159505635,7.488803834229143E-8,0.0,0.0,-39.99358733381136,0.005810065826065051,2.0,2.0,
0.0,0.0016033861593731478,7.48881081808714E-8,0.0,0.0,-39.99358733381175,0.005810065827168085,2.0,Infinity,
0.0,0.0016033861592830798,7.488849845320099E-8,0.0,0.0,-39.993587333811334,0.005810065835216574,3.0,Infinity,
0.0,0.001603386159481888,7.488814842655464E-8,0.0,0.0,-39.993587333811234,0.005810065828340099,3.0,2.0,
0.0,0.0016033861720371548,7.4877216055065E-8,0.0,0.0,-39.9935873337829,0.005810065631953823,3.0,Infinity,
